actor,occurrence_count,rank,first_appearance,unique_dates
young democratic socialists of america,6,186,2021-06,"['2021-06', '2023-02', '2023-05', '2023-10', '2023-11']"
cancel rent dc,6,187,2021-03,"['2021-03', '2021-05', '2021-06', '2021-11', '2021-12']"
staff,6,188,2023-03,"['2023-03', '2023-05', '2023-09', '2024-04', '2024-06']"
keep la housed,6,189,2022-10,"['2022-10', '2022-12', '2023-01', '2024-09', '2024-10', '2025-01']"
locals,6,190,2021-12,"['2021-12', '2022-10', '2023-05', '2024-02', '2024-06', '2024-09']"
young people,6,191,2021-10,"['2021-10', '2022-11', '2023-05', '2023-06', '2023-09', '2024-02']"
one northside,6,192,2021-05,"['2021-05', '2021-11', '2022-05', '2022-07', '2023-09', '2023-11']"
the gathering for justice,6,193,2022-12,['2022-12']
the legal aid society,6,194,2022-12,"['2022-12', '2023-03', '2023-04', '2023-12']"
protect our children ny,6,195,2023-09,"['2023-09', '2023-10', '2023-11', '2024-01']"
sacramento homeless union,6,196,2021-02,"['2021-02', '2021-06', '2021-07', '2022-09', '2023-07', '2024-05']"
people experiencing homelessness,6,197,2021-10,"['2021-10', '2022-05', '2022-09', '2022-12', '2023-03', '2023-05']"
cancel the rents boston,6,198,2021-01,"['2021-01', '2021-04', '2021-05', '2021-07', '2021-08', '2021-09']"
housing justice league,6,199,2021-10,"['2021-10', '2021-11', '2022-06', '2023-04', '2025-01']"
metropolitan council on housing,6,200,2021-07,"['2021-07', '2021-11', '2023-03']"
justice center en el barrio,6,201,2020-12,"['2020-12', '2021-01']"
southside together organizing for power,6,202,2022-02,"['2022-02', '2022-05', '2023-10', '2024-08']"
caaav,6,203,2020-11,"['2020-11', '2023-03', '2023-04', '2023-05', '2024-03']"
niskithe prayer camp,6,204,2023-02,['2023-02']
sunrise nyc,5,205,2021-07,"['2021-07', '2022-10', '2024-11']"
afscme local 3299,5,206,2021-07,"['2021-07', '2023-04', '2023-05', '2024-07']"
asylum seekers,5,207,2023-01,"['2023-01', '2023-02', '2023-06']"
nyclu,5,208,2022-01,"['2022-01', '2022-05', '2022-10', '2023-03', '2023-04']"
san diego housing emergency alliance,5,209,2021-12,"['2021-12', '2022-06', '2022-08', '2022-12', '2023-12']"
moms 4 housing,5,210,2020-01,"['2020-01', '2020-11', '2022-08']"
workers assembly against racism,5,211,2020-12,"['2020-12', '2021-01', '2021-03', '2021-08', '2021-09']"
bring chicago home,5,212,2022-05,"['2022-05', '2022-07', '2023-07', '2023-09', '2023-11']"
new york immigration coalition,5,213,2023-02,"['2023-02', '2023-05', '2023-06', '2023-11', '2024-05']"
roslindale loves palestine,5,214,2024-10,"['2024-10', '2024-11']"
350 nyc,5,215,2022-04,"['2022-04', '2022-07', '2022-10']"
urban justice center,5,216,2021-07,"['2021-07', '2021-08', '2022-11', '2023-04', '2024-10']"
aids healthcare foundation,5,217,2023-07,"['2023-07', '2024-09']"
vocal new york,5,218,2020-05,"['2020-05', '2021-02']"
cooper square committee,5,219,2021-12,"['2021-12', '2022-11', '2022-12', '2023-05', '2024-04']"
international migrants alliance,5,220,2024-08,"['2024-08', '2024-11', '2025-01']"
we are not invisible,5,221,2021-08,"['2021-08', '2021-09', '2024-12']"
sunrise american university,5,222,2021-12,['2021-12']
justice southbury,5,223,2023-09,"['2023-09', '2023-12']"
planned parenthood,5,224,2017-05,"['2017-05', '2022-04', '2025-01']"
landlords,5,225,2021-02,"['2021-02', '2023-02', '2023-04', '2023-08', '2024-03']"
mothers for ceasefire,5,226,2024-01,"['2024-01', '2024-08', '2024-09', '2024-10', '2025-01']"
houseless artists,5,227,2024-12,['2024-12']
spiritual leaders,5,228,2024-12,['2024-12']
spaces in action,5,229,2021-02,"['2021-02', '2021-03', '2022-06', '2023-07', '2024-09']"
rhode island poor people's campaign,5,230,2021-03,"['2021-03', '2022-12', '2023-10', '2024-11']"
rent justice coalition,5,231,2021-05,"['2021-05', '2022-04', '2022-06', '2023-05']"
houston tenants union,5,232,2021-02,"['2021-02', '2021-03', '2021-06', '2021-12', '2023-02']"
uncommitted national movement,5,233,2024-08,['2024-08']
uws open hearts initiative,5,234,2020-09,"['2020-09', '2020-10', '2021-03', '2021-07']"
unite the poor,5,235,2021-12,['2021-12']
local leaders,5,236,2021-04,"['2021-04', '2021-07', '2023-02', '2023-04', '2023-05']"
family members,5,237,2021-04,"['2021-04', '2021-10', '2022-08', '2023-07', '2023-12']"
save america,5,238,2022-07,"['2022-07', '2022-10']"
metro dc dsa,5,239,2023-02,"['2023-02', '2023-04', '2023-11', '2024-03', '2024-10']"
takeroot justice,5,240,2020-10,"['2020-10', '2022-02', '2023-02', '2025-02']"
raging grannies,5,241,2020-10,"['2020-10', '2022-07', '2022-12', '2023-08']"
good kids mad city,5,242,2021-06,"['2021-06', '2022-12', '2023-02', '2023-03', '2023-09']"
united front against displacement,5,243,2021-06,"['2021-06', '2022-09', '2022-10', '2023-02', '2023-03']"
empire state indivisible,5,244,2021-03,"['2021-03', '2021-10', '2022-03', '2022-12', '2023-05']"
philly trans march,5,245,2023-05,"['2023-05', '2023-06']"
housing activists,5,246,2020-10,"['2020-10', '2021-01', '2021-11', '2023-08', '2023-09']"
students for justice in palestine,5,247,2023-10,"['2023-10', '2023-11', '2024-03', '2024-04', '2024-11']"
homeowners,5,248,2020-10,"['2020-10', '2023-02', '2023-08', '2024-09', '2024-10']"
homeless new yorkers,5,249,2020-09,"['2020-09', '2021-07', '2022-12', '2023-01', '2024-03']"
where do we go? berkeley,5,250,2024-09,"['2024-09', '2024-10', '2024-11']"
american friends service committee,5,251,2023-04,"['2023-04', '2023-05', '2024-08']"
ndn collective,4,252,2023-01,"['2023-01', '2023-07', '2023-09', '2024-08']"
faith in florida,4,253,2022-08,"['2022-08', '2023-06']"
coalition for the homeless,4,254,2023-10,"['2023-10', '2023-12', '2024-01']"
the people's plan,4,255,2023-06,['2023-06']
tampa bay community action committee,4,256,2021-09,"['2021-09', '2022-05', '2022-07', '2022-08']"
housing rights committee of san francisco,4,257,2020-09,"['2020-09', '2021-09', '2023-06', '2024-09']"
volunteers,4,258,2021-09,"['2021-09', '2023-05', '2023-08', '2023-12']"
al-awda,4,259,2023-10,"['2023-10', '2024-10', '2025-01']"
fund excluded workers coalition,4,260,2021-08,"['2021-08', '2022-02', '2023-03']"
massachusetts peace action,4,261,2022-02,"['2022-02', '2024-03', '2024-08', '2025-02']"
twin cities assange defense,4,262,2022-08,"['2022-08', '2022-12']"
senior citizens,4,263,2021-09,"['2021-09', '2022-09', '2024-05']"
baltimore renters united,4,264,2021-08,"['2021-08', '2022-08', '2022-10', '2023-05']"
housekeys action network denver,4,265,2023-06,"['2023-06', '2023-10', '2024-06', '2025-01']"
east elmhurst corona alliance,4,266,2021-09,"['2021-09', '2024-02', '2024-04', '2024-06']"
occupy pha,4,267,2020-10,"['2020-10', '2020-11']"
tampa tenants union,4,268,2021-08,"['2021-08', '2022-01', '2022-05', '2022-08']"
1199 seiu,4,269,2022-05,"['2022-05', '2023-01', '2024-05', '2024-06']"
national union of the homeless,4,270,2020-10,"['2020-10', '2022-12', '2024-04', '2024-12']"
crown heights tenant union,4,271,2021-10,"['2021-10', '2022-01', '2023-03', '2023-05']"
neighbors together,4,272,2021-12,"['2021-12', '2022-07', '2023-05']"
new hour,4,273,2022-09,"['2022-09', '2023-03', '2023-05']"
icna council for social justice,4,274,2022-09,"['2022-09', '2023-11', '2024-01']"
justice committee,4,275,2022-12,"['2022-12', '2023-05', '2023-06', '2024-01']"
community groups,4,276,2021-02,"['2021-02', '2021-05', '2021-10', '2024-03']"
youth,4,277,2021-02,"['2021-02', '2022-09', '2023-04', '2024-10']"
community voices heard,4,278,2022-12,"['2022-12', '2023-04', '2023-05', '2023-06']"
united teachers los angeles,4,279,2022-12,"['2022-12', '2023-05']"
laborers local 79,4,280,2021-05,"['2021-05', '2022-05', '2022-08', '2022-10']"
unhoused residents,4,281,2022-09,"['2022-09', '2022-10', '2023-08', '2023-09']"
save section 9,4,282,2022-11,"['2022-11', '2023-07', '2023-09', '2024-12']"
save uc townhomes,4,283,2022-11,"['2022-11', '2023-02', '2023-03', '2023-04']"
justice for lgbtq+,4,284,2021-01,"['2021-01', '2021-02', '2021-03']"
moms demand action,4,285,2022-06,"['2022-06', '2023-04', '2023-11', '2024-07']"
tucson tenants union,4,286,2021-03,"['2021-03', '2021-10', '2022-03', '2025-01']"
maryland poor people's campaign,4,287,2021-03,"['2021-03', '2023-01', '2024-07']"
maryland 2 palestine,4,288,2024-03,"['2024-03', '2024-04', '2025-02']"
party of communists usa,4,289,2021-05,"['2021-05', '2022-08', '2024-02']"
palestinian feminist collective,4,290,2024-08,"['2024-08', '2024-10', '2025-01']"
revcoms,4,291,2024-08,"['2024-08', '2024-09', '2025-01']"
stop lapd spying,4,292,2022-10,"['2022-10', '2023-12', '2024-07']"
international women's alliance,4,293,2024-08,"['2024-08', '2024-11', '2025-01']"
union de vecinos,4,294,2022-10,"['2022-10', '2022-12', '2025-01']"
columbia county sanctuary movement,4,295,2021-04,"['2021-04', '2022-12', '2023-05', '2024-12']"
union del barrio,4,296,2022-10,"['2022-10', '2023-09', '2024-02', '2024-11']"
new york poor people's campaign,4,297,2022-06,"['2022-06', '2022-12', '2023-03']"
nodutdol,4,298,2024-08,"['2024-08', '2024-11', '2024-12', '2025-01']"
proud boys,4,299,2022-07,"['2022-07', '2022-10', '2023-06', '2023-08']"
harriet's wildest dreams,4,300,2024-04,"['2024-04', '2024-11', '2025-02']"
lower hudson valley dsa,4,301,2022-01,['2022-01']
ny sane,4,302,2023-12,"['2023-12', '2024-01']"
texas organizing project,4,303,2020-11,"['2020-11', '2022-03', '2022-08', '2024-03']"
preble street,4,304,2022-12,"['2022-12', '2023-09', '2023-12', '2024-12']"
westchester for palestine,4,305,2024-10,['2024-10']
housing justice now,4,306,2020-12,"['2020-12', '2023-07', '2023-09']"
mutual aid monday,4,307,2021-07,"['2021-07', '2022-03', '2022-12', '2023-02']"
black voters matter,4,308,2021-10,"['2021-10', '2021-11', '2021-12']"
tacoma housing now,4,309,2020-12,"['2020-12', '2021-01', '2021-02']"
the fortune society,4,310,2022-07,"['2022-07', '2022-12', '2023-05']"
right to the city alliance,4,311,2021-01,['2021-01']
aclu,4,312,2021-05,"['2021-05', '2023-03', '2023-09', '2025-03']"
bayan,4,313,2024-06,"['2024-06', '2024-11', '2025-01']"
homes for all,4,314,2021-06,"['2021-06', '2024-05', '2024-08', '2024-10']"
neighbor to neighbor,4,315,2022-05,"['2022-05', '2022-10', '2023-05', '2023-12']"
extinction rebellion,4,316,2021-01,"['2021-01', '2021-08', '2022-04', '2024-03']"
the people's plan nyc,4,317,2022-06,"['2022-06', '2022-07', '2023-03', '2024-06']"
wednesday walk 4 black lives,4,318,2022-06,"['2022-06', '2022-11', '2023-03', '2023-06']"
extinction rebellion nyc,4,319,2021-10,"['2021-10', '2022-10']"
you sweep we strike,4,320,2022-09,['2022-09']
ktown for all,4,321,2021-06,"['2021-06', '2021-07', '2023-08', '2024-04']"
protesters,4,322,2017-03,['2017-03']
reclaiming our homes,4,323,2022-09,"['2022-09', '2023-02', '2024-05', '2024-12']"
homeless individuals,4,324,2021-06,"['2021-06', '2023-11', '2024-01']"
east bay alliance for a sustainable economy,4,325,2021-01,"['2021-01', '2023-06', '2023-09', '2024-04']"
rhode island homeless advocacy project,4,326,2023-07,"['2023-07', '2024-03', '2024-11']"
service providers,4,327,2022-12,"['2022-12', '2023-12', '2024-01', '2024-12']"
e ola kakou hawaii,4,328,2022-04,['2022-04']
legislators,4,329,2018-06,"['2018-06', '2022-04', '2022-11', '2024-08']"
colorado springs peoples coalition,4,330,2024-01,"['2024-01', '2024-02', '2024-04']"
starbucks workers united,4,331,2022-05,"['2022-05', '2024-08']"
save koloa,4,332,2022-04,['2022-04']
faith communities,4,333,2022-12,"['2022-12', '2023-12', '2024-01', '2024-12']"
employees,4,334,2023-05,"['2023-05', '2024-10', '2025-02']"
bring it home,4,335,2019-02,['2019-02']
ithaca tenants union,4,336,2020-08,"['2020-08', '2020-10', '2021-03', '2021-07']"
"association of flight attendants-cwa, afl-cio",4,337,2024-02,['2024-02']
association of professional flight attendants,4,338,2024-02,['2024-02']
do no harm coalition,4,339,2020-04,"['2020-04', '2020-05', '2020-08', '2021-02']"
aqe new york,4,340,2022-03,"['2022-03', '2023-03', '2023-06', '2024-06']"
adapt,4,341,2023-05,"['2023-05', '2023-09']"
the united front against displacement,4,342,2022-02,"['2022-02', '2022-05', '2022-08', '2023-03']"
el puente,4,343,2023-05,"['2023-05', '2024-01', '2024-04']"
hero tent,4,344,2023-12,"['2023-12', '2024-03', '2024-08']"
philly palestine coalition,3,345,2023-10,"['2023-10', '2024-02', '2024-04']"
housing justice for all ny,3,346,2022-01,"['2022-01', '2022-03']"
mexicanos unidos,3,347,2020-11,"['2020-11', '2021-03', '2021-07']"
california homeless union,3,348,2021-02,"['2021-02', '2022-02', '2024-01']"
liuna,3,349,2023-03,"['2023-03', '2023-08', '2023-12']"
springfield no one leaves,3,350,2022-04,"['2022-04', '2023-05', '2024-05']"
hotels not hospitals,3,351,2020-11,"['2020-11', '2020-12']"
faith in action,3,352,2020-05,"['2020-05', '2022-08', '2025-02']"
maine people⊙s alliance,3,353,2021-06,"['2021-06', '2021-11']"
colorado palestine coalition,3,354,2023-10,"['2023-10', '2024-02', '2024-10']"
mathewson street church,3,355,2022-12,"['2022-12', '2024-11']"
showing up for racial justice,3,356,2022-04,"['2022-04', '2024-08', '2025-01']"
sisters of mercy,3,357,2022-12,"['2022-12', '2023-01', '2023-05']"
logan square ecumenical alliance,3,358,2022-12,"['2022-12', '2023-10', '2024-12']"
wood street commons,3,359,2024-11,"['2024-11', '2024-12']"
hand in hand,3,360,2023-03,"['2023-03', '2024-06']"
coalition for a cba,3,361,2022-05,"['2022-05', '2022-06', '2023-10']"
tenants together,3,362,2022-04,"['2022-04', '2022-05', '2023-04']"
northeast ohio coalition for the homeless,3,363,2021-07,"['2021-07', '2023-05', '2023-12']"
ydsa,3,364,2023-11,"['2023-11', '2024-08', '2024-11']"
the maydays,3,365,2023-05,['2023-05']
cpusa-ny,3,366,2023-03,"['2023-03', '2023-04']"
campaign for new york health,3,367,2021-04,"['2021-04', '2022-04']"
camp nenookaasi,3,368,2023-12,"['2023-12', '2024-03', '2024-11']"
queerxcellence,3,369,2023-03,"['2023-03', '2023-05']"
save the uc townhomes,3,370,2022-04,"['2022-04', '2022-09', '2022-11']"
central coast alliance united for a sustainable economy,3,371,2021-06,"['2021-06', '2022-04', '2022-10']"
long island progressive coalition,3,372,2022-06,"['2022-06', '2022-09']"
claudia jones school for political education,3,373,2020-06,"['2020-06', '2023-10', '2024-08']"
shoresh,3,374,2024-08,['2024-08']
community organizers,3,375,2021-02,"['2021-02', '2022-05', '2023-06']"
healthcare workers,3,376,2022-12,"['2022-12', '2024-01', '2024-11']"
metro dc democratic socialists of america,3,377,2020-06,"['2020-06', '2021-01']"
tenant and neighborhood councils,3,378,2021-04,"['2021-04', '2022-08', '2023-11']"
the people's plan new york city,3,379,2022-12,"['2022-12', '2024-03', '2024-06']"
west valley people's alliance,3,380,2022-07,"['2022-07', '2022-12']"
virginia organizing,3,381,2021-11,"['2021-11', '2023-01', '2024-02']"
business owners,3,382,2021-12,"['2021-12', '2022-09', '2023-09']"
catholic migration services,3,383,2022-04,"['2022-04', '2023-05', '2024-03']"
bring it home coalition,3,384,2019-02,"['2019-02', '2020-03']"
united federation of teachers,3,385,2024-01,"['2024-01', '2024-02', '2024-09']"
stel,3,386,2019-02,['2019-02']
vocal ny,3,387,2021-06,"['2021-06', '2021-07', '2024-06']"
cancel rent ct,3,388,2020-05,"['2020-05', '2021-01', '2021-02']"
tallahassee community action committee,3,389,2021-04,"['2021-04', '2022-09', '2024-10']"
super familia,3,390,2024-02,"['2024-02', '2024-03']"
harvey milk lgbtq democratic club,3,391,2023-05,"['2023-05', '2023-07', '2023-08']"
one pennsylvania,3,392,2022-09,"['2022-09', '2023-07', '2024-06']"
chicago aarpr,3,393,2024-08,"['2024-08', '2024-11']"
housed and unhoused community members,3,394,2021-12,['2021-12']
be:seattle,3,395,2021-05,"['2021-05', '2021-06', '2024-04']"
habitat for humanity,3,396,2019-06,"['2019-06', '2024-05', '2025-04']"
sds at uic,3,397,2024-08,"['2024-08', '2024-11']"
national coalition for the homeless,3,398,2022-12,"['2022-12', '2025-02']"
concerned citizens,3,399,2022-12,"['2022-12', '2023-06', '2024-01']"
anakbayan chicago,3,400,2024-08,"['2024-08', '2024-11']"
palestine solidarity grand rapids,3,401,2023-11,"['2023-11', '2024-08', '2024-11']"
occupation free dc,3,402,2021-12,"['2021-12', '2024-04', '2024-08']"
good old lower east side,3,403,2021-12,"['2021-12', '2022-05', '2023-05']"
aroc,3,404,2024-10,"['2024-10', '2025-01']"
the people's lobby,3,405,2021-01,"['2021-01', '2021-05', '2024-03']"
core movement,3,406,2022-10,"['2022-10', '2023-05', '2024-06']"
planet over profit,3,407,2024-04,"['2024-04', '2024-11']"
renters united philadelphia,3,408,2022-12,"['2022-12', '2023-07', '2023-10']"
union of southern service workers,3,409,2023-11,"['2023-11', '2024-06', '2025-01']"
arkansas renters united,3,410,2022-05,"['2022-05', '2023-09', '2024-09']"
hope,3,411,2022-04,"['2022-04', '2024-11']"
march for our lives,3,412,2021-12,"['2021-12', '2022-06']"
people's park council,3,413,2021-11,"['2021-11', '2024-02', '2024-09']"
silicon valley de-bug,3,414,2021-12,"['2021-12', '2024-11']"
japanese americans,3,415,2019-06,['2019-06']
students for the preservation of chinatown,3,416,2023-02,"['2023-02', '2023-03', '2023-06']"
dream defenders,3,417,2022-03,"['2022-03', '2023-10', '2024-10']"
airport workers united,3,418,2023-02,"['2023-02', '2023-09', '2024-03']"
huntington township housing coalition,3,419,2022-09,"['2022-09', '2023-03']"
mirac,3,420,2022-12,"['2022-12', '2024-08']"
arizona palestine solidarity alliance,3,421,2024-01,"['2024-01', '2024-10', '2025-01']"
ca apartment association,3,422,2018-04,['2018-04']
rent refusers network,3,423,2022-04,['2022-04']
ky tenants,3,424,2022-10,"['2022-10', '2022-12', '2023-01']"
unhoused tenants against carceral housing,3,425,2021-05,"['2021-05', '2022-12']"
woodner tenants' union,3,426,2020-12,"['2020-12', '2023-01', '2024-10']"
strong economy for all coalition,3,427,2020-12,"['2020-12', '2022-03', '2022-12']"
san diego tenants union,3,428,2019-05,"['2019-05', '2020-05', '2021-01']"
salvation army,3,429,2022-12,"['2022-12', '2023-12']"
sonoma county tenants union,3,430,2023-08,"['2023-08', '2023-09', '2024-01']"
excluded workers,3,431,2021-03,"['2021-03', '2021-05', '2023-03']"
syracuse tenants union,3,432,2020-12,"['2020-12', '2023-05', '2024-12']"
housing now,3,433,2020-12,"['2020-12', '2021-01', '2023-06']"
working people,3,434,2022-05,"['2022-05', '2023-06', '2024-01']"
denver homeless out loud,3,435,2020-02,"['2020-02', '2020-06', '2020-10']"
working families,3,436,2021-10,"['2021-10', '2023-05', '2023-06']"
people for fairness coalition,3,437,2021-12,"['2021-12', '2022-12', '2023-12']"
connecticut tenants union,3,438,2023-08,"['2023-08', '2024-03', '2024-11']"
tampa bay students for a democratic society,3,439,2021-05,"['2021-05', '2021-09']"
community action agency of somerville,3,440,2021-01,"['2021-01', '2022-03', '2022-09']"
grassroots collaborative,3,441,2021-05,"['2021-05', '2022-07', '2022-12']"
renters rising,3,442,2021-09,"['2021-09', '2022-05', '2022-09']"
health care workers,3,443,2021-03,"['2021-03', '2022-07', '2022-12']"
