actor,occurrence_count,rank,first_appearance,unique_dates
the legal aid society,24,99,2021-10,"['2021-10', '2021-11', '2022-04', '2022-05', '2022-06', '2022-07', '2022-09', '2022-10', '2022-11', '2022-12', '2023-01', '2023-02', '2023-03', '2023-04', '2023-06', '2023-12', '2024-01']"
staff,23,100,2021-10,"['2021-10', '2022-05', '2022-06', '2022-11', '2022-12', '2023-01', '2023-02', '2023-04', '2023-05', '2024-01', '2024-02', '2024-05', '2024-06', '2024-07']"
freedom agenda,23,101,2021-08,"['2021-08', '2021-09', '2022-01', '2022-02', '2022-03', '2022-06', '2022-10', '2022-11', '2022-12', '2023-01', '2023-03', '2023-08', '2023-09', '2023-10', '2024-01', '2024-03', '2024-08', '2024-09']"
jailhouse lawyers speak,22,102,2021-08,"['2021-08', '2021-09', '2021-12', '2024-12']"
rise up 4 abortion rights,22,103,2022-05,"['2022-05', '2022-06', '2022-07', '2022-09', '2022-10', '2022-12', '2023-01', '2023-04']"
samidoun,21,104,2022-08,"['2022-08', '2023-10', '2023-11', '2023-12', '2024-01', '2024-05', '2024-08', '2024-10']"
national council for incarcerated and formerly incarcerated women and girls,21,105,2020-01,"['2020-01', '2021-05', '2021-08', '2022-01', '2022-02', '2022-03', '2022-08', '2022-09', '2023-02', '2023-06', '2024-01', '2024-04', '2024-07', '2024-08', '2024-12', '2025-01', '2025-02']"
aclu,20,106,2018-06,"['2018-06', '2020-07', '2020-12', '2021-06', '2021-10', '2021-11', '2022-02', '2022-06', '2023-01', '2023-02', '2023-04', '2023-06', '2024-03', '2024-09', '2025-01', '2025-04']"
by any means necessary,20,107,2020-03,"['2020-03', '2022-07', '2022-09', '2022-10', '2022-11', '2023-01', '2023-03', '2023-04', '2023-09', '2023-10', '2024-01', '2024-03', '2025-01']"
release aging people in prison,19,108,2020-10,"['2020-10', '2021-01', '2021-04', '2021-05', '2021-11', '2022-03', '2022-05', '2022-11', '2023-01', '2024-01', '2024-12']"
students for a democratic society,19,109,2021-02,"['2021-02', '2022-05', '2022-06', '2022-07', '2022-08', '2023-01', '2023-02', '2023-05', '2023-06', '2023-07', '2023-08', '2023-10', '2023-11', '2024-01', '2024-05', '2024-08', '2024-09']"
ella baker center for human rights,19,110,2020-06,"['2020-06', '2020-07', '2021-12', '2022-08', '2024-08', '2024-10']"
colorado palestine coalition,19,111,2023-10,"['2023-10', '2023-11', '2023-12', '2024-01', '2024-03', '2024-06', '2024-07', '2024-08', '2024-12', '2025-01']"
ultraviolet,19,112,2018-03,"['2018-03', '2022-10', '2025-01']"
chicago alliance against racist & political repression,19,113,2022-03,"['2022-03', '2022-06', '2022-07', '2022-10', '2023-04', '2023-05', '2023-06', '2023-08', '2024-01', '2024-02', '2024-04', '2024-05']"
look ahead america,19,114,2021-09,"['2021-09', '2022-01', '2023-01', '2024-01']"
durango palestine solidarity coalition,19,115,2025-01,"['2025-01', '2025-02', '2025-03', '2025-04']"
nodutdol,18,116,2023-12,"['2023-12', '2024-01', '2024-02', '2024-05', '2024-06', '2024-08', '2024-09', '2024-10', '2024-11', '2024-12', '2025-01']"
healthcare workers for palestine,18,117,2023-11,"['2023-11', '2023-12', '2024-01', '2024-03', '2024-04', '2024-05', '2024-09', '2024-10', '2025-01']"
lawmakers,18,118,2018-03,"['2018-03', '2021-01', '2021-06', '2021-09', '2021-11', '2022-06', '2023-02', '2023-03', '2023-04', '2023-06', '2023-08', '2024-03', '2025-04']"
make the road ny,18,119,2021-06,"['2021-06', '2022-02', '2022-03', '2022-04', '2023-01', '2023-02', '2023-03', '2023-04', '2023-05', '2023-06', '2024-01', '2025-01']"
national women's law center,17,120,2022-10,"['2022-10', '2025-01']"
mamas 4 a free palestine,17,121,2023-12,"['2023-12', '2024-01', '2024-02', '2024-03', '2024-04', '2024-05', '2024-06', '2024-09', '2024-10', '2024-11', '2025-01']"
chicago alliance against racist and political repression,17,122,2020-04,"['2020-04', '2020-07', '2021-01', '2021-09', '2022-02', '2022-03', '2022-08', '2023-04', '2023-07', '2023-08', '2023-09', '2023-10', '2024-01']"
floridians for alternatives to the death penalty,17,123,2023-02,"['2023-02', '2023-04', '2023-06', '2023-08', '2023-10']"
high school students,17,124,2018-02,"['2018-02', '2020-02', '2022-05', '2022-06', '2023-04', '2024-04', '2024-05', '2024-06']"
national solidarity group for iran,17,125,2022-12,"['2022-12', '2023-01', '2023-05', '2023-07', '2023-08', '2024-01', '2024-04', '2024-08', '2024-11', '2024-12']"
boogaloo bois,17,126,2020-06,"['2020-06', '2020-08', '2021-01', '2021-05', '2021-07', '2022-01', '2022-02', '2023-08']"
cair,17,127,2021-06,"['2021-06', '2023-01', '2023-08', '2023-09', '2023-12', '2024-01', '2024-02', '2024-03', '2024-10']"
ndn collective,17,128,2021-07,"['2021-07', '2022-09', '2022-11', '2023-03', '2023-07', '2023-09', '2023-11', '2024-01', '2024-06', '2024-09']"
codepink,17,129,2021-06,"['2021-06', '2021-09', '2022-02', '2022-06', '2024-03', '2024-06', '2024-07', '2024-11', '2025-01']"
nyclu,17,130,2021-09,"['2021-09', '2021-11', '2022-02', '2022-04', '2022-07', '2022-09', '2022-12', '2023-01', '2023-02', '2023-03', '2024-01', '2024-03']"
newtown action alliance,17,131,2017-06,"['2017-06', '2017-07', '2017-10', '2018-02', '2019-12', '2022-05', '2022-06', '2022-12', '2023-03', '2023-05', '2023-09', '2023-12', '2024-06']"
lepoco peace center,17,132,2025-01,"['2025-01', '2025-02', '2025-03', '2025-04']"
the bronx defenders,17,133,2021-10,"['2021-10', '2021-11', '2022-04', '2022-06', '2022-07', '2022-09', '2023-01', '2023-03', '2023-04', '2023-06', '2023-07', '2023-12', '2024-01']"
showing up for racial justice,17,134,2021-07,"['2021-07', '2022-08', '2023-03', '2023-04', '2023-12', '2024-07', '2025-01']"
pastors,17,135,2017-12,"['2017-12', '2019-10', '2021-04', '2021-05', '2022-01', '2022-05', '2022-06', '2022-07', '2023-02', '2023-03', '2023-04', '2023-07', '2024-02', '2024-03']"
st. sabina church,17,136,2023-06,"['2023-06', '2023-07', '2023-08', '2023-09', '2024-08']"
palestinian american community center,16,137,2022-08,"['2022-08', '2023-04', '2023-06', '2023-10', '2023-11', '2023-12', '2024-01', '2024-02', '2024-04', '2024-08', '2025-01']"
morning march seattle,15,138,2020-08,"['2020-08', '2020-10', '2020-11']"
freedom road socialist organization,15,139,2020-11,"['2020-11', '2021-11', '2022-02', '2022-05', '2022-06', '2022-07', '2023-04', '2023-06', '2024-01', '2024-09', '2025-01']"
abolitionist law center,15,140,2021-04,"['2021-04', '2021-06', '2021-07', '2021-09', '2021-10', '2022-02', '2022-10', '2023-04', '2023-05', '2023-07', '2023-11', '2023-12', '2024-04']"
wear orange,15,141,2019-06,"['2019-06', '2024-06']"
muslim american society,15,142,2023-11,"['2023-11', '2023-12', '2024-01', '2024-02', '2024-03', '2024-04', '2024-05', '2024-07', '2024-10', '2025-01']"
candidates for office,15,143,2021-06,"['2021-06', '2022-01', '2022-06', '2022-07', '2022-08', '2022-10', '2023-07', '2023-09']"
georgians for alternatives to the death penalty,15,144,2024-01,"['2024-01', '2024-03']"
city leaders,15,145,2020-08,"['2020-08', '2021-06', '2022-04', '2022-05', '2022-06', '2022-08', '2023-03', '2023-08', '2023-09', '2024-06', '2024-10']"
march for our rights,15,146,2018-03,"['2018-03', '2018-04', '2018-05', '2018-07']"
mennonite action,14,147,2024-02,"['2024-02', '2024-07', '2024-12']"
denver communists,14,148,2022-04,"['2022-04', '2022-06', '2022-08', '2023-01', '2023-06', '2023-11', '2023-12', '2024-01', '2024-03', '2024-06']"
donald j. trump for president 2024,14,149,2023-04,"['2023-04', '2023-10', '2024-04', '2024-05', '2024-06', '2024-07', '2024-08', '2024-09', '2024-10', '2024-11']"
massachusetts peace action,14,150,2021-09,"['2021-09', '2023-10', '2024-03', '2024-04', '2024-05', '2024-09', '2024-11']"
community activists,14,151,2021-04,"['2021-04', '2021-05', '2021-06', '2021-07', '2021-11', '2022-06', '2023-04', '2023-07', '2023-08', '2023-11', '2024-03']"
families for justice as healing,14,152,2021-05,"['2021-05', '2021-09', '2022-02', '2022-04', '2022-08', '2023-02', '2023-06', '2024-01', '2025-02']"
black alliance for peace,14,153,2020-11,"['2020-11', '2021-08', '2021-09', '2022-11', '2023-05', '2023-08', '2023-10', '2023-11', '2024-01', '2024-04', '2024-07', '2024-08']"
amnesty international,14,154,2019-07,"['2019-07', '2021-06', '2021-10', '2023-01', '2023-02', '2023-03', '2023-09', '2023-10', '2024-01', '2024-03', '2024-04']"
good kids mad city,14,155,2018-03,"['2018-03', '2018-04', '2021-06', '2022-02', '2022-07', '2023-06', '2023-10', '2024-01', '2024-02', '2024-04', '2024-07', '2024-08', '2025-01']"
chicago aarpr,14,156,2024-05,"['2024-05', '2024-06', '2024-07', '2024-08', '2024-09', '2024-10', '2024-11', '2025-01']"
movement for black lives,14,157,2023-03,"['2023-03', '2024-05', '2024-07', '2025-01']"
citizen action of new york,13,158,2019-02,"['2019-02', '2020-02', '2020-11', '2021-11', '2022-02', '2022-04', '2022-09', '2025-01']"
doctors against genocide,13,159,2023-12,"['2023-12', '2024-01', '2024-02', '2024-03', '2024-04', '2024-07', '2024-08', '2024-09', '2024-10', '2024-11', '2024-12']"
code pink,13,160,2022-12,"['2022-12', '2023-02', '2023-05', '2023-07', '2023-08', '2023-10', '2023-11', '2024-01', '2025-01']"
envision freedom fund,13,161,2021-10,"['2021-10', '2021-12', '2022-03', '2022-06', '2022-07', '2022-08', '2022-11', '2023-04', '2024-01']"
american friends service committee,13,162,2020-04,"['2020-04', '2021-04', '2021-05', '2021-08', '2021-12', '2023-05', '2023-06', '2023-10']"
american indian movement,13,163,2021-07,"['2021-07', '2022-02', '2022-08', '2022-09', '2022-11', '2023-02', '2023-07', '2023-09', '2024-06']"
anarchists,13,164,2021-09,"['2021-09', '2021-12', '2022-03', '2022-12', '2023-03', '2023-06', '2023-07', '2023-11', '2023-12', '2024-06']"
50501,13,165,2025-03,"['2025-03', '2025-04']"
palestinian assembly for liberation,13,166,2023-10,"['2023-10', '2023-11', '2024-01', '2024-02', '2024-03', '2024-04', '2024-05', '2024-06', '2024-07']"
new hour,13,167,2021-06,"['2021-06', '2021-09', '2022-04', '2022-05', '2022-06', '2022-11', '2022-12', '2023-01', '2023-03', '2024-12']"
all above all,13,168,2022-10,['2022-10']
independent alliance for free iran,13,169,2024-04,"['2024-04', '2024-09', '2024-12']"
ceasefirepa,13,170,2021-03,"['2021-03', '2021-11', '2021-12', '2022-05', '2022-06', '2022-07', '2022-12', '2023-04', '2023-12', '2024-06']"
fam queen team,12,171,2023-02,"['2023-02', '2023-03', '2023-08', '2023-11', '2024-02', '2024-03']"
sjp,12,172,2024-03,"['2024-03', '2024-04', '2024-05', '2024-07', '2024-09', '2024-12', '2025-02']"
allies,12,173,2021-10,"['2021-10', '2022-04', '2022-05', '2022-11', '2023-02', '2023-03', '2023-04', '2023-05', '2023-07', '2023-09']"
uptown revolutionaries,12,174,2021-12,"['2021-12', '2022-01', '2022-02', '2022-03', '2022-07', '2023-02', '2023-05', '2023-07', '2024-12']"
cuny for palestine,12,175,2023-11,"['2023-11', '2023-12', '2024-01', '2024-02', '2024-03', '2024-04', '2024-07', '2025-01']"
national organization for women,12,176,2022-06,"['2022-06', '2022-10', '2023-05', '2023-07', '2024-04', '2024-11', '2025-01']"
arizona palestine solidarity alliance,12,177,2024-01,"['2024-01', '2024-02', '2024-03', '2024-04', '2024-05', '2024-06', '2024-07', '2024-09', '2024-10']"
nyc jails action coalition,12,178,2021-08,"['2021-08', '2021-09', '2021-11', '2022-06', '2022-07', '2022-10', '2022-11', '2022-12', '2023-06', '2023-08', '2024-04', '2024-09']"
dissenters,12,179,2022-04,"['2022-04', '2022-05', '2023-04', '2023-10', '2024-01', '2024-04', '2024-05', '2024-06', '2024-07']"
jails action coalition,12,180,2021-08,"['2021-08', '2021-10', '2021-11', '2021-12', '2022-07', '2023-12']"
patriot prayer,12,181,2018-05,"['2018-05', '2018-07', '2018-08', '2018-10', '2019-03', '2019-04', '2020-01', '2021-03', '2021-06']"
our rights dc,12,182,2022-05,"['2022-05', '2022-06', '2022-07', '2022-09', '2022-10', '2023-01']"
freedom agenda ny,12,183,2021-05,"['2021-05', '2021-10', '2021-12', '2022-01', '2022-09', '2023-07', '2024-12']"
save america,12,184,2022-05,"['2022-05', '2022-07', '2022-09', '2022-10', '2022-11']"
aroc,11,185,2023-10,"['2023-10', '2023-11', '2023-12', '2024-01', '2024-10', '2025-01']"
rainbow push coalition,11,186,2021-11,"['2021-11', '2021-12', '2022-02', '2022-03', '2022-07', '2022-08', '2023-04', '2023-06', '2024-07', '2025-01']"
805 patriots,11,187,2024-03,"['2024-03', '2024-05', '2024-07', '2024-09', '2024-10', '2024-11', '2025-01']"
concerned citizens,11,188,2020-08,"['2020-08', '2022-06', '2023-06', '2023-09']"
league of women voters,11,189,2017-06,"['2017-06', '2021-09', '2022-06', '2023-03', '2023-04', '2023-09', '2023-12', '2024-01', '2025-01']"
virginia citizens defense league,11,190,2018-01,"['2018-01', '2020-02', '2020-03', '2021-01', '2021-07', '2021-11', '2022-01', '2023-01', '2023-02', '2024-01', '2025-01']"
urban justice center,11,191,2021-10,"['2021-10', '2021-12', '2022-02', '2022-03', '2022-09', '2023-04', '2023-08']"
neighbors,11,192,2021-05,"['2021-05', '2021-06', '2021-07', '2022-05', '2022-08', '2022-12', '2023-04', '2023-05', '2024-01', '2024-04']"
general protestor,11,193,2017-12,"['2017-12', '2018-03', '2018-04', '2018-05', '2019-01', '2019-04']"
food not bombs,11,194,2021-04,"['2021-04', '2021-11', '2021-12', '2023-01', '2023-09', '2023-12', '2024-07', '2024-12', '2025-01']"
united we dream,11,195,2018-06,"['2018-06', '2022-05', '2025-01']"
black lives matter,11,196,2017-02,"['2017-02', '2017-09', '2021-02', '2021-03', '2021-06', '2021-09', '2021-10', '2022-04', '2022-12', '2023-02', '2025-04']"
gun owners,11,197,2018-06,"['2018-06', '2020-02', '2020-03', '2022-04', '2023-03', '2023-06', '2023-09', '2024-04', '2024-08']"
occupation free dc,11,198,2021-06,"['2021-06', '2024-01', '2024-02', '2024-03']"
brooklyn defenders,11,199,2022-06,"['2022-06', '2022-07', '2023-01', '2023-02', '2023-04', '2023-05', '2023-12', '2024-01', '2025-02']"
appalachians against pipelines,11,200,2021-09,"['2021-09', '2023-07', '2023-08', '2023-09', '2023-10', '2023-12', '2024-05']"
women's community justice association,11,201,2021-04,"['2021-04', '2021-12', '2022-02', '2022-05', '2022-09', '2022-10', '2022-11']"
writers against the war on gaza,11,202,2024-01,"['2024-01', '2024-02', '2024-03', '2024-05', '2024-09', '2024-12']"
women,11,203,2021-08,"['2021-08', '2022-05', '2022-06', '2022-07', '2023-08', '2023-09', '2024-03']"
rising majority,11,204,2023-11,"['2023-11', '2025-01']"
moms demand action for gun sense,11,205,2018-03,"['2018-03', '2019-06', '2021-05']"
dc rats,11,206,2023-05,"['2023-05', '2023-06', '2023-07', '2023-08', '2024-05']"
chicago torture justice center,11,207,2021-04,"['2021-04', '2021-12', '2023-05', '2024-01', '2024-02', '2024-04', '2024-07', '2024-08', '2024-09', '2024-11']"
formerly incarcerated people,11,208,2021-06,"['2021-06', '2022-10', '2023-05', '2023-08', '2023-12', '2024-05', '2024-07', '2024-08']"
falastiniyat,11,209,2023-10,"['2023-10', '2023-11', '2023-12', '2024-01', '2024-02', '2024-03', '2024-05', '2024-08']"
center for constitutional rights,11,210,2023-08,"['2023-08', '2023-09', '2025-01']"
black lives matter chicago,11,211,2021-04,"['2021-04', '2021-10', '2021-12', '2022-02', '2022-03', '2022-05', '2022-07', '2022-08', '2023-07', '2024-08']"
revcoms,10,212,2023-12,"['2023-12', '2024-01', '2024-03', '2024-04', '2024-05', '2024-06', '2024-08', '2024-10', '2025-01']"
ca,10,213,2018-03,['2018-03']
super familia,10,214,2021-06,"['2021-06', '2023-11']"
shut it down for palestine,10,215,2024-04,"['2024-04', '2024-05', '2024-09', '2024-10', '2024-12', '2025-01', '2025-03']"
rise and resist,10,216,2022-02,"['2022-02', '2022-04', '2022-06', '2022-07', '2022-08', '2023-08', '2023-10', '2024-01', '2024-07']"
workers,10,217,2023-07,"['2023-07', '2024-01', '2024-02', '2024-05', '2024-06', '2024-08', '2024-10']"
radical elders,10,218,2025-01,['2025-01']
svitanok nyc,10,219,2023-09,"['2023-09', '2024-03', '2024-05', '2024-06', '2024-07', '2024-10', '2025-02']"
raging grannies,10,220,2021-10,"['2021-10', '2022-06', '2022-07', '2023-01', '2023-05', '2023-06', '2023-09', '2024-02']"
moms,10,221,2021-02,"['2021-02', '2023-04', '2023-05', '2023-09', '2024-01', '2024-02']"
ridgewood for black liberation,10,222,2020-11,"['2020-11', '2020-12', '2021-01']"
paau,10,223,2022-07,"['2022-07', '2023-08', '2023-09', '2023-10', '2024-01', '2024-03', '2024-09', '2025-01']"
police,10,224,2021-04,"['2021-04', '2021-05', '2021-06', '2021-07', '2022-05', '2022-12', '2023-03', '2024-08']"
community movement builders,10,225,2022-06,"['2022-06', '2022-08', '2023-03', '2023-04', '2023-10', '2024-05', '2024-06', '2024-08']"
project south,10,226,2022-08,"['2022-08', '2025-01']"
southeast dignity not detention coalition,10,227,2023-07,['2023-07']
peoples power assembly,10,228,2021-11,"['2021-11', '2024-01', '2024-03', '2024-06', '2024-12', '2025-01', '2025-02']"
team enough,10,229,2020-07,"['2020-07', '2022-02', '2022-05', '2022-06', '2023-02', '2023-03', '2023-09', '2023-12', '2024-06']"
#haltsolitary campaign,10,230,2020-10,"['2020-10', '2022-06', '2022-09', '2023-01']"
state lawmakers,10,231,2021-06,"['2021-06', '2021-07', '2022-05', '2022-06', '2023-01', '2023-02', '2023-03', '2023-04', '2023-07']"
psl carolinas,10,232,2023-10,"['2023-10', '2024-01', '2024-02', '2024-03', '2024-04', '2024-06']"
uptown for palestine,10,233,2024-01,"['2024-01', '2024-03', '2024-04', '2024-05', '2024-08', '2024-09']"
beto for texas,10,234,2021-12,"['2021-12', '2022-05', '2022-08', '2022-09', '2022-10', '2022-11']"
youth voices for justice wa,10,235,2021-06,['2021-06']
three percenters,9,236,2020-07,"['2020-07', '2020-11', '2021-05', '2021-06', '2021-08', '2022-11', '2023-01', '2023-02']"
center for empowered politics,9,237,2025-01,['2025-01']
convergence magazine,9,238,2025-01,['2025-01']
grassroots global justice,9,239,2025-01,['2025-01']
movement law lab,9,240,2025-01,['2025-01']
political research associates,9,241,2025-01,['2025-01']
community love fund,9,242,2021-07,"['2021-07', '2021-09']"
reframe,9,243,2025-01,['2025-01']
right to the city,9,244,2025-01,['2025-01']
ruckus society,9,245,2025-01,['2025-01']
blackout,9,246,2025-01,['2025-01']
samidoun seattle,9,247,2023-10,"['2023-10', '2023-11', '2023-12', '2024-01', '2024-02', '2024-03', '2024-05']"
the visibility brigade,9,248,2022-06,"['2022-06', '2022-08', '2022-12', '2023-01', '2023-02', '2023-03', '2023-04', '2023-05']"
denver anti-war action,9,249,2024-01,"['2024-01', '2024-03', '2024-07', '2024-08', '2024-12', '2025-01']"
women life freedom atlanta,9,250,2022-10,"['2022-10', '2022-11', '2022-12', '2023-01', '2023-05', '2023-09', '2024-04']"
jails action coalition new york city,9,251,2021-10,"['2021-10', '2022-01', '2022-09', '2022-11', '2023-01', '2023-02', '2023-07', '2023-08']"
dare to struggle,9,252,2023-07,"['2023-07', '2023-08', '2024-07', '2024-09', '2024-10', '2025-03', '2025-04']"
oc banner drop 4 palestine,9,253,2024-08,"['2024-08', '2024-11', '2024-12', '2025-01']"
freeher,9,254,2021-09,"['2021-09', '2024-01', '2024-08', '2024-09']"
anakbayan,9,255,2023-04,"['2023-04', '2023-11', '2023-12', '2024-01', '2024-08', '2024-10', '2024-11']"
solidaire action,9,256,2025-01,['2025-01']
campaign to free incarcerated survivors of torture,9,257,2023-06,"['2023-06', '2023-08', '2023-10', '2024-01', '2024-06', '2024-08', '2024-10']"
ny working families party,9,258,2022-04,"['2022-04', '2023-01', '2023-02', '2023-03', '2024-01', '2024-03', '2025-01']"
milwaukee for palestine,9,259,2024-03,"['2024-03', '2024-04', '2024-05', '2024-07', '2024-08', '2024-09', '2024-11', '2025-01']"
