actor,occurrence_count,rank,first_appearance,unique_dates
our rights dc,26,133,2022-06,"['2022-06', '2022-07', '2022-08', '2022-09', '2022-10', '2023-01', '2023-02', '2023-07', '2023-09', '2023-10', '2024-03', '2024-08']"
physicians for humanity,26,134,2024-11,"['2024-11', '2024-12', '2025-01', '2025-02', '2025-03', '2025-04']"
greater new haven peace council,26,135,2024-11,"['2024-11', '2024-12', '2025-01', '2025-02', '2025-03', '2025-04']"
uaw local 7902,25,136,2022-11,"['2022-11', '2022-12']"
part-time faculty,25,137,2022-11,"['2022-11', '2022-12']"
teamsters local 377,25,138,2021-10,"['2021-10', '2021-11']"
nurses against genocide,25,139,2024-11,"['2024-11', '2024-12', '2025-01', '2025-02', '2025-03', '2025-04']"
jvp new haven,25,140,2024-10,"['2024-10', '2024-11', '2024-12', '2025-01', '2025-02', '2025-03', '2025-04']"
worldwideusa,25,141,2021-08,"['2021-08', '2021-09']"
world beyond war,25,142,2022-02,"['2022-02', '2023-10', '2024-12', '2025-01', '2025-02', '2025-03', '2025-04']"
hospitality workers,24,143,2020-07,"['2020-07', '2021-02', '2021-04', '2021-07', '2021-09', '2021-10', '2021-11', '2022-05', '2022-06', '2023-03', '2023-04', '2023-06', '2023-08', '2023-09', '2024-02', '2024-07']"
jewish voice for peace,24,144,2023-05,"['2023-05', '2023-10', '2023-11', '2023-12', '2024-01', '2024-02', '2024-03', '2024-04', '2024-05', '2024-07', '2025-01', '2025-04']"
action for care and equity,24,145,2023-07,"['2023-07', '2023-08', '2023-09', '2023-10', '2023-11', '2023-12']"
sj for gaza,24,146,2024-03,"['2024-03', '2024-06', '2024-07', '2024-09', '2024-10', '2024-11', '2024-12', '2025-01']"
national education association,24,147,2022-03,"['2022-03', '2023-02']"
constitutional sheriffs and peace officers association,24,148,2021-05,"['2021-05', '2021-06']"
minneapolis federation of teachers and education support professionals,23,149,2022-03,['2022-03']
allies,23,150,2021-10,"['2021-10', '2021-11', '2022-02', '2022-05', '2022-07', '2022-09', '2023-01', '2023-03', '2023-04', '2023-05', '2023-06', '2023-08', '2024-01', '2024-02', '2024-11']"
free oregon,23,151,2021-08,"['2021-08', '2021-09', '2021-10', '2021-11', '2022-01', '2022-02']"
guardians of divinity,23,152,2022-06,"['2022-06', '2022-07', '2022-09', '2022-10', '2022-11', '2022-12', '2023-01', '2023-02', '2023-03', '2023-04', '2023-08', '2023-09', '2023-10', '2024-01', '2024-02', '2024-08', '2024-10']"
medical students,23,153,2021-05,"['2021-05', '2022-09', '2022-10', '2023-02', '2023-05', '2023-07', '2023-12', '2024-02', '2024-04', '2024-05', '2024-10', '2025-01']"
aclu,22,154,2017-06,"['2017-06', '2022-05', '2022-06', '2022-07', '2023-02', '2023-11', '2024-03', '2024-12', '2025-01', '2025-03', '2025-04']"
california nurses association/national nurses united,22,155,2020-12,"['2020-12', '2021-01', '2022-03', '2022-10', '2023-03', '2023-09', '2024-02']"
center for popular democracy,22,156,2017-06,"['2017-06', '2017-07', '2021-06', '2021-12', '2022-01', '2022-02', '2022-05', '2022-06', '2022-07', '2023-05', '2023-09', '2024-03', '2024-06', '2025-01', '2025-03']"
moms demand action,22,157,2021-03,"['2021-03', '2021-06', '2022-05', '2022-06', '2022-09', '2023-02', '2023-03', '2023-04', '2023-05', '2023-06', '2023-11', '2024-01', '2024-03', '2024-04', '2024-06', '2024-09']"
frso,22,158,2022-05,"['2022-05', '2022-06', '2023-03', '2023-04', '2023-07', '2023-10', '2023-11', '2023-12', '2024-02', '2024-03', '2024-04', '2024-07', '2024-08', '2024-11', '2025-01', '2025-02']"
v is for vaccine,22,159,2019-05,"['2019-05', '2020-02', '2020-11', '2021-06', '2021-07', '2021-09', '2021-10', '2022-02', '2022-04', '2023-01']"
psl finger lakes,22,160,2023-01,"['2023-01', '2024-06', '2024-08', '2024-09', '2024-10', '2024-11', '2024-12', '2025-01']"
carpenters,21,161,2021-09,"['2021-09', '2021-10']"
national organization for women,21,162,2021-07,"['2021-07', '2022-05', '2022-06', '2022-10', '2023-01', '2023-04', '2023-05', '2023-06', '2023-07', '2024-01', '2024-11', '2025-01', '2025-04']"
gays against groomers,21,163,2022-10,"['2022-10', '2022-11', '2022-12', '2023-06', '2023-09', '2023-10', '2024-03', '2024-10']"
northwest carpenters union,21,164,2021-09,"['2021-09', '2021-10']"
neturei karta,21,165,2023-10,"['2023-10', '2023-12', '2024-01', '2024-02', '2024-03', '2024-05', '2024-06', '2024-07', '2024-08', '2024-10', '2025-01', '2025-04']"
march for our lives,21,166,2021-07,"['2021-07', '2021-12', '2022-06', '2023-02', '2023-04', '2024-04']"
protesters,21,167,2017-02,"['2017-02', '2017-03', '2021-10', '2021-11']"
harris for president,20,168,2024-08,"['2024-08', '2024-09', '2024-10', '2024-11']"
workers world party,20,169,2022-02,"['2022-02', '2023-03', '2023-05', '2023-06', '2023-10', '2023-12', '2024-02', '2024-03', '2024-05', '2024-06', '2024-08', '2024-09', '2024-10', '2024-11', '2025-01']"
registered nurses,20,170,2020-02,"['2020-02', '2022-03', '2022-10', '2023-03', '2023-05', '2023-07', '2023-09', '2024-02', '2024-03']"
teamsters local 104,20,171,2022-10,['2022-10']
caregivers,20,172,2020-08,"['2020-08', '2021-06', '2021-09', '2021-11', '2022-07', '2022-12', '2023-03', '2023-05', '2023-06', '2023-08', '2024-10']"
teamsters local 653,20,173,2022-10,['2022-10']
our revolution,20,174,2017-02,"['2017-02', '2017-07', '2021-07', '2021-08', '2021-09', '2023-06']"
illinois standing against tyranny,20,175,2021-08,"['2021-08', '2021-09', '2021-10', '2021-11', '2021-12', '2022-01', '2022-02', '2022-08']"
unite here! local 11,20,176,2022-06,"['2022-06', '2022-09', '2023-02', '2023-03', '2023-04', '2023-05', '2023-06', '2023-08', '2023-09', '2024-01', '2024-07', '2024-12']"
naacp,20,177,2017-05,"['2017-05', '2020-07', '2020-08', '2021-01', '2021-02', '2021-07', '2021-10', '2022-02', '2022-04', '2022-06', '2023-01', '2023-05', '2023-09', '2023-11', '2025-01', '2025-03', '2025-04']"
turning point usa,20,178,2021-07,"['2021-07', '2021-08', '2021-09', '2021-10', '2021-11', '2021-12', '2022-01', '2022-03', '2022-10', '2023-04']"
airport service workers,20,179,2020-07,"['2020-07', '2022-12', '2024-06']"
student workers,19,180,2022-04,"['2022-04', '2023-04']"
freedom road socialist organization,19,181,2020-11,"['2020-11', '2021-05', '2022-02', '2022-06', '2022-07', '2022-08', '2022-10', '2022-11', '2023-01', '2023-03', '2024-08', '2025-01']"
nebraskans against government overreach,19,182,2020-11,"['2020-11', '2021-03', '2021-05', '2021-09', '2021-11', '2021-12', '2022-01', '2022-03', '2022-05', '2022-06', '2022-07', '2023-05']"
by any means necessary,19,183,2022-05,"['2022-05', '2022-06', '2022-07', '2022-08', '2022-09', '2022-10', '2023-03', '2023-05', '2023-11', '2024-02', '2024-08', '2025-01']"
airport workers united,19,184,2022-05,"['2022-05', '2022-12', '2023-02']"
northwoods socialist collective,19,185,2022-06,"['2022-06', '2022-07', '2022-09', '2022-10', '2022-11', '2023-11', '2023-12', '2024-03']"
rochester for palestine,19,186,2024-06,"['2024-06', '2024-08', '2024-09', '2024-10', '2024-11', '2024-12']"
lawmakers,19,187,2018-06,"['2018-06', '2020-02', '2021-08', '2021-09', '2021-11', '2022-05', '2023-02', '2023-03', '2023-05', '2023-06', '2024-03', '2024-07']"
make the road ny,19,188,2021-06,"['2021-06', '2021-10', '2022-01', '2022-03', '2022-04', '2023-03', '2023-04', '2023-06', '2024-03', '2024-04', '2025-01']"
coalition of kaiser permanente unions,19,189,2023-07,['2023-07']
caregivers and healthcare employees union,19,190,2021-11,"['2021-11', '2022-04']"
state lawmakers,19,191,2021-06,"['2021-06', '2021-08', '2021-09', '2021-10', '2021-11', '2022-01', '2022-02', '2022-04', '2022-05', '2023-03', '2025-02']"
our duty,19,192,2022-10,"['2022-10', '2023-02', '2023-03', '2023-05', '2023-06', '2023-08', '2023-10']"
shut down dc,19,193,2020-12,"['2020-12', '2021-02', '2021-03', '2021-09', '2021-12', '2022-03', '2022-05', '2022-07', '2023-01', '2023-05', '2024-01', '2024-06', '2024-07', '2024-08', '2024-10']"
casa,18,194,2021-06,"['2021-06', '2021-08', '2021-09', '2021-10', '2021-12', '2022-01', '2022-02', '2022-03', '2022-12', '2023-01', '2023-04', '2024-06']"
our lives on the line,18,195,2017-07,['2017-07']
liberty defense coalition,18,196,2021-08,['2021-08']
inmates,18,197,2022-03,"['2022-03', '2024-06']"
national nurses united - california nurses association,18,198,2022-12,"['2022-12', '2023-01']"
jews for racial & economic justice,18,199,2021-06,"['2021-06', '2021-10', '2021-12', '2022-03', '2022-05', '2022-06', '2023-03', '2023-05', '2023-06', '2024-02', '2024-05', '2024-07', '2025-02']"
healthcare workers for palestine albany,18,200,2025-01,"['2025-01', '2025-02', '2025-03', '2025-04']"
palestinian rights committee,18,201,2025-01,"['2025-01', '2025-02', '2025-03', '2025-04']"
aroc,17,202,2023-10,"['2023-10', '2023-12', '2024-01', '2024-02', '2024-03', '2024-05', '2024-07', '2024-09', '2024-10']"
palestinian feminist collective,17,203,2023-10,"['2023-10', '2023-11', '2024-01', '2024-03', '2024-07', '2024-08', '2024-10', '2024-11', '2024-12', '2025-01']"
teachers for choice,17,204,2021-09,"['2021-09', '2021-11', '2022-01', '2022-08', '2022-09', '2022-10', '2023-01', '2023-02', '2023-05', '2023-08', '2024-01', '2024-02', '2024-09', '2024-10', '2024-11']"
hospital workers,17,205,2021-02,"['2021-02', '2021-03', '2021-05', '2021-07', '2021-08', '2021-09', '2022-05', '2022-06', '2023-05', '2023-08', '2023-09', '2024-05', '2024-10']"
patients,17,206,2019-05,"['2019-05', '2021-04', '2021-05', '2021-06', '2021-09', '2022-02', '2022-08', '2022-11', '2023-04', '2024-01', '2024-03', '2024-05', '2025-01', '2025-02']"
youth,17,207,2021-09,"['2021-09', '2022-04', '2023-03', '2023-05', '2023-07', '2023-09', '2023-10', '2023-11', '2023-12', '2024-01', '2024-02', '2024-04', '2024-05', '2024-07']"
women⊙s march,17,208,2022-05,"['2022-05', '2025-01']"
friends,17,209,2020-09,"['2020-09', '2021-04', '2021-05', '2021-06', '2021-08', '2021-09', '2021-11', '2022-04', '2022-05', '2023-01', '2023-02', '2023-04', '2023-11']"
center for popular democracy action,16,210,2020-11,"['2020-11', '2021-03', '2021-09', '2021-10', '2022-04', '2022-12', '2023-07', '2023-08']"
working families party,16,211,2017-06,"['2017-06', '2021-08', '2021-09', '2022-05', '2022-06', '2022-10', '2023-05']"
the feminist front,16,212,2022-06,"['2022-06', '2025-01']"
we the people of ma,16,213,2022-02,"['2022-02', '2022-03']"
oregon nurses association,16,214,2017-07,"['2017-07', '2020-10', '2021-01', '2021-02', '2021-04', '2021-10', '2023-01', '2023-04', '2023-06', '2023-08', '2023-09', '2023-10', '2024-02']"
unite here local 11,16,215,2019-07,"['2019-07', '2020-07', '2020-12', '2021-06', '2021-11', '2021-12', '2024-09']"
faith leaders,15,216,2019-02,"['2019-02', '2021-04', '2021-05', '2021-09', '2022-04', '2022-06', '2023-07', '2023-09', '2023-11', '2024-01', '2024-02', '2024-04', '2024-11']"
sistersong,15,217,2025-01,['2025-01']
adapt,15,218,2017-03,"['2017-03', '2017-06', '2017-07', '2018-06', '2019-02', '2023-05']"
rise and resist,15,219,2017-01,"['2017-01', '2017-02', '2020-11', '2021-02', '2021-03', '2021-07', '2021-09', '2022-02', '2022-06', '2022-08', '2023-06', '2023-08', '2023-10', '2024-08']"
students for a democratic society,15,220,2022-01,"['2022-01', '2022-07', '2022-08', '2022-11', '2023-02', '2023-03', '2023-11', '2023-12', '2024-01', '2024-02', '2024-08', '2025-04']"
seiu-uhw,15,221,2021-11,"['2021-11', '2023-04', '2023-07', '2023-08']"
the people's forum,15,222,2023-11,"['2023-11', '2023-12', '2024-02', '2024-06', '2024-07', '2024-10', '2024-11', '2025-01']"
let them breathe,15,223,2021-07,"['2021-07', '2021-08', '2021-09', '2021-10', '2021-11', '2021-12', '2022-01', '2022-02', '2022-05']"
men,15,224,2021-08,"['2021-08', '2022-05', '2022-06', '2022-07', '2023-01', '2023-09', '2024-01', '2024-02']"
dad army,15,225,2023-05,"['2023-05', '2023-09', '2023-10', '2024-10']"
union workers,15,226,2021-04,"['2021-04', '2021-05', '2021-10', '2022-04', '2022-09', '2023-09', '2023-12', '2024-04', '2024-10', '2024-11', '2025-02']"
family members,15,227,2020-09,"['2020-09', '2021-04', '2021-08', '2021-09', '2021-10', '2021-11', '2022-01', '2022-03', '2022-09', '2024-02']"
local residents,15,228,2017-06,"['2017-06', '2017-08', '2021-08', '2021-09', '2021-11', '2023-03', '2024-03', '2024-06', '2024-08', '2024-12', '2025-03']"
physicians,15,229,2017-03,"['2017-03', '2021-07', '2021-08', '2021-10', '2023-01', '2023-03', '2023-06', '2023-09', '2023-11', '2024-01', '2024-07', '2024-12']"
boston first responders united,15,230,2021-11,"['2021-11', '2021-12', '2022-01', '2022-02', '2022-03', '2022-06', '2022-10']"
raging grannies,15,231,2022-05,"['2022-05', '2022-06', '2022-07', '2022-12', '2023-01', '2023-03', '2023-06', '2023-07', '2023-08', '2023-09', '2024-01', '2024-03', '2024-04', '2025-01']"
frontline,14,232,2025-01,['2025-01']
national women⊙s law center,14,233,2025-01,['2025-01']
now,14,234,2025-01,['2025-01']
harriet⊙s wildest dreams,14,235,2025-01,['2025-01']
time to act,14,236,2025-01,['2025-01']
leave our kids alone,14,237,2023-09,"['2023-09', '2023-10', '2024-01']"
abortion action now,14,238,2025-01,['2025-01']
alzheimer's association,14,239,2023-05,"['2023-05', '2023-06']"
popular democracy,14,240,2025-01,['2025-01']
harriet's wildest dreams,14,241,2022-05,"['2022-05', '2022-10', '2023-01', '2023-11', '2024-01', '2024-05', '2024-06', '2024-07', '2024-09', '2024-10', '2024-11', '2025-01']"
al-awda,14,242,2023-10,"['2023-10', '2023-11', '2023-12', '2024-01', '2024-02', '2024-04', '2024-05', '2024-10', '2024-12', '2025-01']"
american federation of teachers,14,243,2017-06,"['2017-06', '2021-05', '2022-06', '2022-07', '2023-03', '2023-10', '2024-12', '2025-04']"
kent education association,14,244,2022-08,"['2022-08', '2022-09']"
within our lifetime,14,245,2023-10,"['2023-10', '2023-11', '2023-12', '2024-01', '2024-02', '2024-03', '2024-05', '2024-06', '2024-11', '2025-01']"
mom army,14,246,2022-10,"['2022-10', '2023-10']"
industriall global union,14,247,2021-10,['2021-10']
league of women voters,14,248,2021-10,"['2021-10', '2022-05', '2022-06', '2022-07', '2022-10', '2024-05', '2025-01', '2025-04']"
blexit,14,249,2021-10,"['2021-10', '2022-01', '2023-10']"
ufcw local 400,13,250,2020-10,"['2020-10', '2022-07', '2022-08', '2022-10', '2022-11']"
march for freedom washington,13,251,2022-09,"['2022-09', '2022-12', '2023-01', '2023-02', '2023-03', '2023-04']"
socialist alternative,13,252,2017-07,"['2017-07', '2021-06', '2021-07', '2022-05', '2022-06', '2022-10']"
moms for liberty,13,253,2021-05,"['2021-05', '2021-10', '2022-06', '2022-12', '2023-01', '2023-02', '2023-03', '2023-05', '2023-07', '2024-02', '2024-03', '2024-10']"
seiu healthcare minnesota,13,254,2022-03,"['2022-03', '2022-10', '2025-02']"
howard brown health workers united,13,255,2022-12,"['2022-12', '2023-01']"
cair,13,256,2022-12,"['2022-12', '2023-09', '2023-10', '2023-12', '2024-02', '2024-03', '2024-07', '2024-08', '2024-11']"
march for medicare for all,13,257,2021-07,"['2021-07', '2022-07', '2023-07']"
freedom forever,13,258,2023-01,"['2023-01', '2023-10']"
medical professionals,13,259,2017-02,"['2017-02', '2021-06', '2021-07', '2021-08', '2021-09', '2021-10', '2023-02', '2024-01', '2024-02', '2024-04']"
hospital staff,13,260,2021-06,"['2021-06', '2021-07', '2021-08', '2021-09', '2021-11', '2022-08', '2023-06', '2024-02', '2024-03', '2024-04', '2024-08']"
retirees,13,261,2020-10,"['2020-10', '2022-10', '2022-12', '2023-01', '2023-02', '2023-06', '2023-07', '2023-08', '2023-10', '2024-09', '2025-01', '2025-02']"
radical women,13,262,2021-10,"['2021-10', '2021-12', '2022-01', '2022-05', '2022-10', '2024-08', '2024-10']"
physicians for a national health program,13,263,2017-07,"['2017-07', '2021-02', '2021-03', '2021-06', '2021-07', '2021-10', '2021-11', '2022-08', '2023-02', '2023-11', '2024-09', '2025-03', '2025-04']"
aids healthcare foundation,13,264,2018-01,"['2018-01', '2019-02', '2021-06', '2021-09', '2021-11', '2022-10', '2024-09']"
human rights campaign,12,265,2022-06,"['2022-06', '2022-07', '2023-02', '2023-03', '2023-05', '2024-07']"
1199seiu united healthcare workers east,12,266,2019-12,"['2019-12', '2021-07', '2022-06', '2023-04', '2023-08', '2023-09', '2023-10']"
downright impolite,12,267,2022-06,"['2022-06', '2022-07', '2022-08', '2022-09']"
seiu 1199,12,268,2018-11,"['2018-11', '2020-12', '2021-05', '2021-06', '2021-10', '2021-11', '2022-03', '2023-03', '2023-06', '2024-11', '2025-03']"
northside action for justice,12,269,2022-08,"['2022-08', '2022-09']"
pennsylvania association of staff nurses and allied professionals,12,270,2017-07,"['2017-07', '2020-11', '2022-03', '2022-06', '2023-05', '2024-08', '2025-03']"
service employees international union,12,271,2018-06,"['2018-06', '2020-04', '2020-05', '2020-09', '2022-03', '2024-05', '2024-08', '2024-10', '2025-01', '2025-04']"
lexit,12,272,2021-09,"['2021-09', '2021-10', '2022-01', '2022-02', '2022-07', '2022-12', '2023-02', '2023-08']"
reopen san diego,12,273,2021-07,"['2021-07', '2021-08', '2021-09', '2021-11', '2023-03']"
people's action,12,274,2021-03,"['2021-03', '2021-07', '2021-09', '2022-11', '2023-05', '2023-10']"
fathers for freedom,12,275,2023-10,['2023-10']
women against military madness,12,276,2020-11,"['2020-11', '2022-02', '2022-08', '2022-12', '2023-11', '2024-06', '2024-07', '2024-08', '2024-10', '2025-01']"
anti-war committee,12,277,2022-02,"['2022-02', '2022-03', '2022-07', '2022-08', '2022-12', '2023-03', '2023-06', '2023-12', '2024-06', '2024-07']"
world wide freedom rally,12,278,2021-11,"['2021-11', '2022-11']"
afscme local 829,12,279,2022-07,['2022-07']
make the road new york,12,280,2021-04,"['2021-04', '2022-06', '2022-12', '2023-02', '2023-05', '2023-08', '2023-12', '2025-03']"
revcoms,12,281,2022-01,"['2022-01', '2022-02', '2023-10', '2024-02', '2024-03', '2024-07', '2024-08', '2024-10', '2025-01', '2025-02']"
union leaders,11,282,2017-06,"['2017-06', '2021-03', '2021-06', '2022-01', '2022-10', '2023-04', '2023-09', '2023-10', '2023-12', '2024-02', '2024-03']"
three percenters,11,283,2021-01,"['2021-01', '2021-05', '2021-07', '2021-08', '2021-10', '2022-01', '2022-11', '2023-08']"
sierra club,11,284,2021-08,"['2021-08', '2022-11', '2023-04', '2024-01', '2024-07', '2024-09', '2025-01']"
national nurses organizing committee,11,285,2022-09,"['2022-09', '2023-01', '2023-09', '2024-03', '2024-04', '2025-01', '2025-03']"
constitutional coalition of new york state,11,286,2021-05,"['2021-05', '2021-06', '2022-02']"
extinction rebellion,11,287,2021-01,"['2021-01', '2021-10', '2021-12', '2022-04', '2022-08', '2024-02', '2024-03', '2024-05', '2025-01']"
oregon federation of nurses & health professionals,11,288,2021-01,"['2021-01', '2021-02', '2021-03']"
act up ny,11,289,2021-03,"['2021-03', '2021-09', '2022-07', '2022-08', '2024-05', '2024-06', '2024-09', '2024-12', '2025-01']"
the bloodstained men,11,290,2018-11,"['2018-11', '2019-07', '2020-02', '2021-10', '2022-05', '2024-12']"
teamsters local 264,11,291,2021-11,['2021-11']
black alliance for peace,11,292,2022-02,"['2022-02', '2022-10', '2023-01', '2023-07', '2023-08', '2023-10', '2023-11', '2024-08', '2024-09']"
march for freedom wa,11,293,2021-12,"['2021-12', '2022-01', '2022-02', '2022-03', '2022-06', '2023-02']"
