actor,occurrence_count,rank,first_appearance,unique_dates
seniors,185,55,2020-05,"['2020-05', '2020-06', '2020-07', '2020-08', '2020-09', '2020-10', '2020-11', '2020-12', '2021-01', '2021-02', '2021-03', '2021-04', '2021-05', '2021-06', '2021-07', '2021-08', '2021-09', '2021-10', '2021-11', '2021-12', '2022-01', '2022-02', '2022-03', '2022-04', '2022-05', '2022-06', '2022-07', '2022-08', '2022-09', '2022-10', '2022-11', '2022-12', '2023-01', '2023-02', '2023-03', '2023-04', '2023-05', '2023-06', '2023-07', '2023-08', '2023-09', '2023-10', '2023-11', '2023-12', '2024-01', '2024-02', '2024-03', '2024-04', '2024-05', '2024-06', '2024-07', '2024-08', '2024-09', '2024-10', '2024-11', '2024-12', '2025-01', '2025-02', '2025-03', '2025-04']"
palestinian youth movement,182,56,2020-06,"['2020-06', '2021-04', '2021-05', '2021-06', '2021-12', '2022-04', '2022-05', '2022-06', '2022-08', '2023-02', '2023-03', '2023-04', '2023-05', '2023-06', '2023-07', '2023-08', '2023-10', '2023-11', '2023-12', '2024-01', '2024-02', '2024-03', '2024-04', '2024-05', '2024-06', '2024-07', '2024-08', '2024-09', '2024-10', '2024-11', '2024-12', '2025-01', '2025-02', '2025-03']"
party for socialism and liberation,175,57,2018-06,"['2018-06', '2019-07', '2020-06', '2020-07', '2020-08', '2020-09', '2020-10', '2020-11', '2020-12', '2021-01', '2021-02', '2021-03', '2021-04', '2021-05', '2021-07', '2021-08', '2021-09', '2021-10', '2021-11', '2021-12', '2022-01', '2022-02', '2022-03', '2022-04', '2022-05', '2022-06', '2022-07', '2022-08', '2023-01', '2023-03', '2023-06', '2023-10', '2023-12', '2024-01', '2024-03', '2024-05', '2024-08', '2025-01', '2025-02', '2025-03', '2025-04']"
community organized for solidarity,148,58,2021-04,"['2021-04', '2021-05', '2021-06', '2021-07', '2021-08', '2021-09', '2021-10', '2021-11', '2021-12', '2022-01', '2022-02', '2022-03', '2022-04', '2022-05', '2022-06', '2022-07', '2022-08', '2022-09', '2022-10', '2022-11', '2022-12', '2023-01', '2023-02', '2023-03', '2023-04', '2023-05', '2023-06', '2023-07', '2023-08', '2023-09', '2023-10', '2023-12', '2024-01', '2024-02', '2024-03', '2024-04', '2024-05', '2024-06', '2024-07', '2024-08', '2024-09', '2024-10', '2024-11', '2024-12', '2025-01', '2025-02', '2025-03', '2025-04']"
families,145,59,2020-06,"['2020-06', '2020-07', '2020-08', '2021-04', '2021-05', '2021-06', '2021-07', '2021-08', '2021-09', '2021-10', '2022-02', '2022-03', '2022-05', '2022-06', '2022-08', '2022-09', '2022-10', '2023-01', '2023-02', '2023-03', '2023-04', '2023-05', '2023-06', '2023-07', '2023-09', '2023-10', '2023-11', '2023-12', '2024-01', '2024-02', '2024-03', '2024-04', '2024-05', '2024-06', '2024-07', '2024-08', '2024-09', '2024-10', '2024-11', '2024-12', '2025-01', '2025-02']"
schools and labor against privatization,133,60,2022-06,"['2022-06', '2022-07', '2022-08', '2022-09', '2022-10', '2022-11']"
mn teen activists,132,61,2021-04,"['2021-04', '2021-06', '2021-07', '2021-11', '2021-12', '2022-01', '2022-02', '2022-07', '2022-08', '2022-09', '2023-02', '2023-03', '2023-12']"
community,131,62,2021-08,"['2021-08', '2022-05', '2022-09', '2022-10', '2022-11', '2022-12', '2023-01', '2023-02', '2023-03', '2023-04', '2023-05', '2023-06', '2023-07', '2023-08', '2023-09', '2023-10', '2023-11', '2023-12', '2024-01', '2024-02', '2024-03', '2024-04', '2024-05', '2024-06', '2024-07', '2024-08', '2024-09', '2024-10', '2024-11', '2024-12']"
civil rights and education advocates,130,63,2024-06,['2024-06']
proud boys,125,64,2017-08,"['2017-08', '2018-06', '2018-11', '2019-08', '2020-07', '2020-08', '2020-09', '2020-10', '2020-11', '2020-12', '2021-01', '2021-02', '2021-03', '2021-04', '2021-05', '2021-06', '2021-07', '2021-08', '2021-09', '2021-10', '2021-11', '2022-01', '2022-03', '2022-05', '2022-07', '2022-08', '2022-09', '2022-10', '2022-11', '2023-01', '2023-03', '2023-04', '2023-05', '2023-06', '2023-08', '2024-04', '2024-05', '2024-08']"
friends,124,65,2020-02,"['2020-02', '2020-10', '2021-01', '2021-02', '2021-04', '2021-05', '2021-06', '2021-07', '2021-08', '2021-10', '2021-12', '2022-01', '2022-02', '2022-03', '2022-04', '2022-05', '2022-06', '2022-09', '2022-10', '2022-11', '2022-12', '2023-01', '2023-02', '2023-03', '2023-04', '2023-05', '2023-06', '2023-07', '2023-08', '2023-09', '2023-11', '2023-12', '2024-01', '2024-02', '2024-03', '2024-05', '2024-06', '2024-08', '2024-09', '2024-10', '2024-11', '2024-12', '2025-01']"
detroit will breathe,123,66,2020-06,"['2020-06', '2020-07', '2020-08', '2020-09', '2020-10', '2020-11', '2020-12', '2021-01', '2021-02', '2021-03', '2021-04', '2021-06', '2021-09', '2021-11', '2023-01', '2023-02', '2024-09']"
wilpf,118,67,2023-02,"['2023-02', '2023-03', '2023-04', '2023-05', '2023-06', '2023-07', '2023-08', '2023-09', '2023-10', '2023-11', '2023-12', '2024-01', '2024-02', '2024-03', '2024-04', '2024-05', '2024-06', '2024-07', '2024-08', '2024-09', '2024-10', '2024-11', '2024-12', '2025-01', '2025-02', '2025-03', '2025-04']"
bucks quakers,117,68,2022-01,"['2022-01', '2022-02', '2022-03', '2022-04', '2022-05', '2022-06', '2022-07', '2022-08', '2022-09', '2022-10', '2022-11', '2022-12', '2023-03', '2023-04', '2023-05', '2023-06', '2023-07', '2023-08', '2023-09', '2023-10', '2023-11', '2023-12', '2024-01', '2024-02', '2024-03', '2024-04', '2024-05']"
new york communities for change,115,69,2019-07,"['2019-07', '2020-01', '2021-03', '2021-04', '2021-05', '2021-06', '2021-07', '2021-09', '2021-10', '2021-11', '2021-12', '2022-01', '2022-02', '2022-03', '2022-04', '2022-05', '2022-07', '2022-09', '2022-10', '2022-12', '2023-01', '2023-02', '2023-03', '2023-04', '2023-05', '2023-06', '2023-07', '2023-09', '2023-10', '2023-12', '2024-01', '2024-02', '2024-04', '2024-06', '2024-08', '2024-09', '2024-10', '2024-11', '2024-12', '2025-01', '2025-02', '2025-04']"
u.s. palestinian community network,113,70,2020-09,"['2020-09', '2022-04', '2022-08', '2022-09', '2022-10', '2022-11', '2022-12', '2023-01', '2023-02', '2023-03', '2023-04', '2023-05', '2023-06', '2023-07', '2023-08', '2023-09', '2023-10', '2023-11', '2023-12', '2024-01', '2024-02', '2024-03', '2024-04', '2024-05', '2024-06', '2024-07', '2024-08', '2024-09', '2024-10', '2024-11', '2024-12', '2025-01', '2025-02', '2025-03', '2025-04']"
students for justice in palestine,113,71,2017-02,"['2017-02', '2021-05', '2021-11', '2021-12', '2022-01', '2022-04', '2022-12', '2023-01', '2023-02', '2023-04', '2023-06', '2023-07', '2023-10', '2023-11', '2023-12', '2024-01', '2024-02', '2024-03', '2024-04', '2024-05', '2024-07', '2025-03', '2025-04']"
justice for patrick kimmons,112,72,2020-07,"['2020-07', '2020-08', '2020-09', '2020-10', '2020-11', '2020-12', '2021-01', '2021-02', '2021-03', '2021-04', '2021-05', '2021-06', '2021-07', '2021-08', '2021-09', '2021-10', '2021-11', '2021-12', '2022-01', '2022-02', '2022-04', '2022-05', '2022-06', '2022-07', '2022-10', '2022-12', '2023-01', '2023-02', '2023-03', '2023-04', '2023-05', '2023-06', '2023-07', '2023-08', '2023-09', '2023-11', '2024-02', '2024-08', '2025-01', '2025-02']"
fridays for future,112,73,2021-09,"['2021-09', '2021-11', '2022-03', '2023-07']"
poor people's campaign,111,74,2018-05,"['2018-05', '2018-06', '2019-07', '2020-08', '2021-01', '2021-03', '2021-04', '2021-06', '2021-07', '2021-08', '2021-12', '2022-03', '2022-04', '2022-05', '2022-06', '2022-10', '2023-01', '2023-03', '2023-04', '2023-06', '2023-07', '2024-03', '2024-04', '2024-06', '2025-01']"
children,110,75,2020-06,"['2020-06', '2020-07', '2020-08', '2020-09', '2021-03', '2021-04', '2021-05', '2021-06', '2021-07', '2021-08', '2021-12', '2022-05', '2022-09', '2022-12', '2023-01', '2023-02', '2023-03', '2023-04', '2023-05', '2023-06', '2023-08', '2023-10', '2023-11', '2023-12', '2024-01', '2024-02', '2024-03', '2024-04', '2024-05', '2024-06', '2024-07', '2024-08', '2024-09', '2024-10', '2024-11', '2024-12', '2025-01', '2025-02']"
detainees,108,76,2018-07,"['2018-07', '2019-12', '2020-03', '2020-04', '2020-05', '2020-06', '2020-08', '2021-06', '2021-09', '2022-02', '2022-04', '2023-02', '2023-03', '2023-11', '2024-02', '2024-03', '2024-07']"
staff,106,77,2017-06,"['2017-06', '2019-11', '2021-02', '2021-03', '2021-04', '2021-05', '2021-07', '2021-09', '2021-11', '2022-04', '2022-05', '2022-09', '2022-10', '2022-12', '2023-01', '2023-02', '2023-03', '2023-04', '2023-05', '2023-09', '2023-10', '2023-12', '2024-01', '2024-02', '2024-03', '2024-04', '2024-05', '2024-06', '2024-09', '2024-10', '2024-11', '2025-02', '2025-03']"
arbor lodge daily protest,105,78,2023-04,"['2023-04', '2023-05', '2023-06', '2023-07', '2023-08', '2023-09', '2023-10', '2023-11', '2023-12', '2024-01', '2024-02', '2024-03', '2024-04', '2024-05', '2024-06', '2024-07', '2024-08', '2024-09', '2024-10', '2024-11', '2024-12', '2025-01', '2025-02', '2025-03', '2025-04']"
frso,102,79,2023-01,"['2023-01', '2023-02', '2023-03', '2023-04', '2023-05', '2023-06', '2023-07', '2023-08', '2023-10', '2023-11', '2023-12', '2024-01', '2024-02', '2024-03', '2024-04', '2024-05', '2024-06', '2024-07', '2024-08', '2024-10', '2024-11', '2025-01', '2025-02']"
black voters matter,101,80,2018-08,"['2018-08', '2020-11', '2020-12', '2021-03', '2021-04', '2021-06', '2021-07', '2021-08', '2021-09', '2021-10', '2021-11', '2021-12', '2022-01', '2022-03', '2022-04', '2022-05', '2022-06', '2022-08', '2022-09', '2022-10', '2022-11', '2023-03', '2023-04', '2023-06', '2023-08', '2023-11', '2024-01', '2024-02', '2024-10']"
national action network,101,81,2017-09,"['2017-09', '2019-02', '2020-02', '2020-08', '2020-10', '2021-01', '2021-02', '2021-03', '2021-05', '2021-06', '2021-08', '2021-09', '2021-10', '2021-12', '2022-01', '2022-02', '2022-03', '2022-04', '2022-05', '2022-06', '2022-09', '2022-10', '2022-11', '2023-02', '2023-04', '2023-08', '2024-01', '2025-01', '2025-02']"
answer coalition,100,82,2017-01,"['2017-01', '2019-03', '2021-03', '2021-04', '2021-05', '2021-07', '2021-08', '2022-01', '2022-02', '2022-04', '2022-05', '2022-07', '2023-01', '2023-03', '2023-04', '2023-05', '2023-06', '2023-07', '2023-10', '2023-11', '2023-12', '2024-01', '2024-02', '2024-03', '2024-04', '2024-05', '2024-06', '2024-07', '2024-09', '2024-10', '2024-11', '2025-01', '2025-02']"
general protest,97,83,2017-01,"['2017-01', '2017-02', '2017-03', '2017-09', '2018-09', '2019-06', '2020-06']"
interfaith coalition on immigration,95,84,2017-08,"['2017-08', '2017-09', '2017-10', '2017-11', '2017-12', '2018-01', '2018-02', '2018-03', '2018-04', '2018-05', '2018-06', '2018-07', '2018-08', '2018-09', '2018-10', '2018-11', '2018-12', '2019-01', '2019-02', '2019-03', '2019-04', '2019-05', '2019-06', '2019-07', '2019-08', '2019-09', '2019-10', '2019-11', '2019-12', '2020-01', '2020-02', '2020-03', '2020-04', '2020-06', '2020-07', '2020-08', '2020-09', '2020-10', '2020-11', '2020-12', '2021-01', '2021-02', '2021-03', '2021-04', '2021-05', '2021-06', '2021-07', '2021-08', '2021-09', '2021-10', '2021-11', '2021-12', '2022-01', '2022-02', '2022-03', '2022-04', '2022-05', '2022-06', '2022-07', '2022-08', '2022-09', '2022-10', '2022-11', '2022-12', '2023-01', '2023-02', '2023-03', '2023-04', '2023-05', '2023-06', '2023-07', '2023-08', '2023-09', '2023-10', '2023-11', '2023-12', '2024-01', '2024-02', '2024-03', '2024-04', '2024-05', '2024-06', '2024-07', '2024-08', '2024-09', '2024-10', '2024-11', '2024-12', '2025-01', '2025-02', '2025-03', '2025-04']"
friends of friendship park,94,85,2022-12,"['2022-12', '2023-01', '2023-02', '2023-03', '2023-06', '2023-07', '2023-08', '2023-09', '2023-10', '2023-11', '2023-12', '2024-01', '2024-02', '2024-03', '2024-04', '2024-05', '2024-06', '2024-07', '2024-08', '2024-09', '2024-10', '2024-11', '2024-12']"
ndn collective,93,86,2020-06,"['2020-06', '2021-07', '2022-03', '2022-04', '2022-05', '2022-06', '2022-07', '2022-08', '2022-09', '2022-10', '2023-01', '2023-03', '2023-07', '2023-09', '2023-11', '2024-05', '2024-08', '2024-09']"
casa,92,87,2017-02,"['2017-02', '2017-07', '2019-07', '2020-06', '2020-10', '2021-01', '2021-02', '2021-03', '2021-04', '2021-05', '2021-06', '2021-07', '2021-08', '2021-09', '2021-10', '2021-11', '2021-12', '2022-02', '2022-03', '2022-04', '2022-05', '2022-06', '2022-07', '2022-09', '2022-10', '2022-11', '2022-12', '2023-01', '2023-02', '2023-03', '2023-04', '2023-05', '2023-07', '2023-08', '2023-09', '2023-10', '2023-11', '2024-01', '2024-02', '2024-11', '2025-02', '2025-03', '2025-04']"
faith leaders,92,88,2018-08,"['2018-08', '2018-10', '2020-05', '2020-06', '2020-07', '2021-03', '2021-04', '2021-05', '2021-06', '2021-07', '2021-08', '2021-09', '2021-10', '2022-01', '2022-02', '2022-03', '2022-04', '2022-05', '2022-12', '2023-01', '2023-02', '2023-03', '2023-05', '2023-06', '2023-07', '2023-08', '2023-09', '2023-10', '2023-11', '2024-03', '2024-04', '2024-08', '2024-09', '2024-10', '2025-01', '2025-02', '2025-03']"
the poor people's campaign,91,89,2018-05,"['2018-05', '2018-06']"
seiu,90,90,2017-06,"['2017-06', '2020-06', '2020-07', '2020-09', '2020-11', '2021-01', '2021-05', '2021-06', '2021-07', '2021-08', '2021-09', '2021-11', '2021-12', '2022-04', '2022-05', '2022-06', '2022-09', '2022-10', '2023-05', '2023-09', '2023-12', '2024-01', '2024-02', '2024-03', '2024-05', '2024-07', '2025-01']"
uptown revolutionaries,89,91,2021-07,"['2021-07', '2021-08', '2021-09', '2021-10', '2021-11', '2021-12', '2022-01', '2022-02', '2022-03', '2022-04', '2022-05', '2022-06', '2022-07', '2022-10', '2023-01', '2023-02', '2023-03', '2023-04', '2023-05', '2023-06', '2023-07', '2023-08', '2023-09', '2024-02', '2024-05', '2024-08', '2024-09', '2024-10', '2024-12', '2025-01']"
students for a democratic society,85,92,2017-11,"['2017-11', '2019-02', '2019-04', '2020-02', '2020-09', '2020-10', '2020-11', '2021-03', '2021-04', '2021-09', '2021-10', '2021-11', '2022-01', '2022-07', '2022-09', '2023-01', '2023-02', '2023-03', '2023-04', '2023-06', '2023-07', '2023-08', '2023-10', '2023-11', '2024-01', '2024-02', '2024-03', '2024-04', '2024-07', '2024-08', '2025-02', '2025-03', '2025-04']"
clergy,82,93,2020-05,"['2020-05', '2020-06', '2020-07', '2020-08', '2021-01', '2021-02', '2021-03', '2021-04', '2021-05', '2021-06', '2021-09', '2021-10', '2021-12', '2022-05', '2022-06', '2022-07', '2023-01', '2023-02', '2023-03', '2023-04', '2023-05', '2023-06', '2023-07', '2023-08', '2023-09', '2023-10', '2024-01', '2024-03', '2024-06', '2024-07', '2024-10', '2025-01', '2025-03', '2025-04']"
black lives matter 757,80,94,2020-05,"['2020-05', '2020-06', '2020-07', '2020-08', '2020-09', '2020-11', '2021-01', '2021-02', '2021-03', '2021-04', '2021-05', '2021-06', '2021-07', '2021-08', '2021-09', '2021-10', '2021-11', '2021-12', '2023-01']"
morning march seattle,80,95,2020-07,"['2020-07', '2020-08', '2020-09', '2020-10', '2020-11', '2020-12', '2021-01', '2021-03']"
change begins with me,79,96,2023-07,"['2023-07', '2023-08', '2023-09', '2023-10', '2023-11', '2023-12', '2024-01', '2024-02', '2024-03', '2024-04', '2024-05', '2024-06', '2024-07', '2024-08', '2024-09', '2024-10', '2024-11', '2024-12']"
community members of all ages and walks of life,78,97,2022-04,"['2022-04', '2022-05', '2022-06', '2022-07', '2022-08', '2022-09', '2022-10']"
front-of-house workers,77,98,2023-01,"['2023-01', '2023-02', '2023-03']"
kitchen staff,77,99,2023-01,"['2023-01', '2023-02', '2023-03']"
supporters,77,100,2020-02,"['2020-02', '2020-09', '2020-10', '2021-03', '2021-04', '2021-05', '2021-06', '2021-07', '2021-08', '2021-09', '2021-11', '2021-12', '2022-01', '2022-02', '2022-03', '2022-04', '2022-05', '2022-07', '2022-08', '2022-09', '2022-10', '2022-11', '2023-01', '2023-02', '2023-03', '2023-04', '2023-05', '2023-06', '2023-08', '2023-09', '2023-10', '2023-12', '2024-02', '2024-03', '2024-08', '2024-09', '2024-10', '2024-12', '2025-01', '2025-02']"
revolutionary workers united front,77,101,2023-06,"['2023-06', '2023-07', '2023-08', '2023-09', '2023-10', '2023-11', '2023-12', '2024-01', '2024-02', '2024-03', '2024-04', '2024-05', '2024-06', '2024-07', '2024-08', '2024-09', '2024-10', '2024-11', '2024-12']"
neturei karta,76,102,2022-04,"['2022-04', '2022-05', '2022-08', '2023-01', '2023-05', '2023-06', '2023-10', '2023-11', '2023-12', '2024-01', '2024-02', '2024-03', '2024-04', '2024-05', '2024-06', '2024-07', '2024-08', '2024-09', '2024-10', '2024-12', '2025-01', '2025-02']"
waitresses,75,103,2023-01,"['2023-01', '2023-02', '2023-03']"
freedom road socialist organization,73,104,2020-09,"['2020-09', '2020-11', '2021-01', '2021-03', '2021-04', '2021-05', '2021-11', '2022-02', '2022-04', '2022-05', '2022-06', '2022-07', '2022-09', '2022-12', '2023-01', '2023-02', '2023-03', '2023-04', '2023-05', '2023-06', '2023-10', '2024-01', '2024-04', '2024-08', '2024-11', '2025-01', '2025-02', '2025-03', '2025-04']"
make the road ny,73,105,2018-12,"['2018-12', '2019-07', '2021-03', '2021-04', '2021-05', '2021-07', '2021-08', '2021-09', '2021-10', '2021-11', '2021-12', '2022-01', '2022-02', '2022-03', '2022-04', '2022-05', '2022-07', '2023-01', '2023-02', '2023-03', '2023-04', '2023-05', '2023-06', '2023-07', '2023-08', '2024-01', '2024-02', '2024-04', '2024-08', '2024-11', '2025-01', '2025-04']"
weelaunee coalition,72,106,2022-12,"['2022-12', '2023-01', '2023-03', '2023-09', '2023-11', '2023-12', '2024-01', '2024-02', '2024-03', '2024-04', '2024-05', '2024-06', '2024-07', '2024-08', '2024-09', '2024-10', '2024-11', '2024-12']"
zinn education project,71,107,2021-06,"['2021-06', '2021-08', '2021-09', '2023-06', '2024-06']"
black rainbow,71,108,2020-06,"['2020-06', '2020-07', '2020-08', '2020-09', '2020-10', '2020-11', '2020-12', '2021-01', '2021-02', '2021-03', '2021-04', '2021-05', '2021-06']"
harriet's wildest dreams,69,109,2021-06,"['2021-06', '2021-07', '2021-11', '2022-03', '2022-04', '2022-05', '2022-06', '2022-08', '2022-09', '2022-10', '2022-11', '2022-12', '2023-01', '2023-03', '2023-04', '2023-06', '2023-07', '2023-08', '2023-10', '2023-11', '2024-01', '2024-02', '2024-03', '2024-04', '2024-05', '2024-06', '2024-07', '2024-09', '2024-10', '2024-11', '2025-01', '2025-02']"
freedom fighters coalition,69,110,2020-11,"['2020-11', '2021-02', '2021-03', '2021-04', '2021-05', '2021-06', '2021-07', '2021-08', '2021-09', '2021-10', '2021-11', '2021-12', '2022-01', '2022-03', '2022-08', '2022-09', '2023-06', '2024-08', '2024-11', '2025-01']"
black lives matter at school,69,111,2021-06,"['2021-06', '2021-08', '2021-09', '2023-06', '2024-02']"
allies,68,112,2021-03,"['2021-03', '2021-04', '2021-06', '2021-07', '2021-09', '2021-10', '2021-11', '2022-01', '2022-02', '2022-03', '2022-05', '2022-06', '2022-07', '2022-09', '2022-10', '2022-11', '2023-02', '2023-03', '2023-04', '2023-05', '2023-06', '2023-07', '2023-09', '2023-10', '2023-11', '2024-02', '2024-03', '2024-04', '2024-08', '2024-10', '2024-11']"
within our lifetime,67,113,2021-06,"['2021-06', '2022-04', '2022-05', '2022-08', '2023-01', '2023-04', '2023-06', '2023-10', '2023-11', '2023-12', '2024-01', '2024-02', '2024-03', '2024-04', '2024-05', '2024-06', '2024-07', '2024-08', '2024-09', '2024-11', '2024-12', '2025-01']"
alumni,65,114,2020-06,"['2020-06', '2020-07', '2020-09', '2021-02', '2021-03', '2021-04', '2021-05', '2021-06', '2021-10', '2022-10', '2023-01', '2023-02', '2023-03', '2023-04', '2023-07', '2023-09', '2023-10', '2023-12', '2024-02', '2024-04', '2024-05', '2024-06', '2024-11', '2025-02', '2025-03']"
make the road new jersey,65,115,2017-02,"['2017-02', '2017-08', '2020-06', '2021-01', '2021-02', '2021-03', '2021-04', '2021-05', '2021-06', '2021-07', '2021-09', '2021-10', '2021-11', '2021-12', '2022-01', '2022-04', '2022-05', '2022-06', '2022-07', '2022-08', '2022-09', '2022-11', '2023-02', '2023-07', '2023-08', '2023-12', '2024-01', '2024-05', '2024-06', '2024-07', '2024-10', '2024-11', '2025-01', '2025-03']"
